,cell line,test,material,source,organism,cell type,morphology,tissue,disease,time (hr),concentration (ug/ml),viability (%),Hydrodynamic diameter (nm),Zeta potential (mV),mcd,electronegativity,rox,radii,Valance_electron,amw,lipinskiHBA,lipinskiHBD,NumRotatableBonds,CrippenClogP,chi0v,chi1v,chi2v,hallKierAlpha,kappa1
354,SKOV-3,MTT,Ag,additional,Human,Human,epithelial,ovary,Adenocarcinoma,72,0.1,100.8,24.1,-14.8,0,1.93,0.7996,1.6,11,107.868,0,0,0,-0.0025,1.78376517,0,0,0.74025974,1.74025974
355,SKOV-3,MTT,Ag,additional,Human,Human,epithelial,ovary,Adenocarcinoma,72,1,99.89,24.1,-14.8,0,1.93,0.7996,1.6,11,107.868,0,0,0,-0.0025,1.78376517,0,0,0.74025974,1.74025974
356,SKOV-3,MTT,Ag,additional,Human,Human,epithelial,ovary,Adenocarcinoma,72,10,45.85,24.1,-14.8,0,1.93,0.7996,1.6,11,107.868,0,0,0,-0.0025,1.78376517,0,0,0.74025974,1.74025974
357,SKOV-3,MTT,Ag,additional,Human,Human,epithelial,ovary,Adenocarcinoma,72,20,33.82,24.1,-14.8,0,1.93,0.7996,1.6,11,107.868,0,0,0,-0.0025,1.78376517,0,0,0.74025974,1.74025974
358,SKOV-3,MTT,Ag,additional,Human,Human,epithelial,ovary,Adenocarcinoma,48,0,99.26910299,28.78,-16.9,0,1.93,0.7996,1.6,11,107.868,0,0,0,-0.0025,1.78376517,0,0,0.74025974,1.74025974
359,SKOV-3,MTT,Ag,additional,Human,Human,epithelial,ovary,Adenocarcinoma,48,25,73.75415282,28.78,-16.9,0,1.93,0.7996,1.6,11,107.868,0,0,0,-0.0025,1.78376517,0,0,0.74025974,1.74025974
360,SKOV-3,MTT,Ag,additional,Human,Human,epithelial,ovary,Adenocarcinoma,48,50,72.95681063,28.78,-16.9,0,1.93,0.7996,1.6,11,107.868,0,0,0,-0.0025,1.78376517,0,0,0.74025974,1.74025974
361,SKOV-3,MTT,Ag,additional,Human,Human,epithelial,ovary,Adenocarcinoma,48,100,64.9833887,28.78,-16.9,0,1.93,0.7996,1.6,11,107.868,0,0,0,-0.0025,1.78376517,0,0,0.74025974,1.74025974
362,SKOV-3,MTT,Ag,additional,Human,Human,epithelial,ovary,Adenocarcinoma,48,200,24.31893688,28.78,-16.9,0,1.93,0.7996,1.6,11,107.868,0,0,0,-0.0025,1.78376517,0,0,0.74025974,1.74025974
477,HepG2,XTT,Ag,additional,Human,Human,epithelial,liver,Carcinoma,12,0.1,98.97540984,80,-15.6,0,1.93,0.7996,1.6,11,107.868,0,0,0,-0.0025,1.78376517,0,0,0.74025974,1.74025974
478,HepG2,XTT,Ag,additional,Human,Human,epithelial,liver,Carcinoma,12,1,93.85245902,80,-15.6,0,1.93,0.7996,1.6,11,107.868,0,0,0,-0.0025,1.78376517,0,0,0.74025974,1.74025974
479,HepG2,XTT,Ag,additional,Human,Human,epithelial,liver,Carcinoma,12,10,84.83606557,80,-15.6,0,1.93,0.7996,1.6,11,107.868,0,0,0,-0.0025,1.78376517,0,0,0.74025974,1.74025974
480,HepG2,XTT,Ag,additional,Human,Human,epithelial,liver,Carcinoma,12,100,60.6557377,80,-15.6,0,1.93,0.7996,1.6,11,107.868,0,0,0,-0.0025,1.78376517,0,0,0.74025974,1.74025974
481,HepG2,XTT,Ag,additional,Human,Human,epithelial,liver,Carcinoma,24,0.1,90.88114754,80,-15.6,0,1.93,0.7996,1.6,11,107.868,0,0,0,-0.0025,1.78376517,0,0,0.74025974,1.74025974
482,HepG2,XTT,Ag,additional,Human,Human,epithelial,liver,Carcinoma,24,1,78.48360656,80,-15.6,0,1.93,0.7996,1.6,11,107.868,0,0,0,-0.0025,1.78376517,0,0,0.74025974,1.74025974
483,HepG2,XTT,Ag,additional,Human,Human,epithelial,liver,Carcinoma,24,10,63.93442623,80,-15.6,0,1.93,0.7996,1.6,11,107.868,0,0,0,-0.0025,1.78376517,0,0,0.74025974,1.74025974
484,HepG2,XTT,Ag,additional,Human,Human,epithelial,liver,Carcinoma,24,100,53.48360656,80,-15.6,0,1.93,0.7996,1.6,11,107.868,0,0,0,-0.0025,1.78376517,0,0,0.74025974,1.74025974
485,HepG2,XTT,Ag,additional,Human,Human,epithelial,liver,Carcinoma,48,0.1,85.55327869,80,-15.6,0,1.93,0.7996,1.6,11,107.868,0,0,0,-0.0025,1.78376517,0,0,0.74025974,1.74025974
486,HepG2,XTT,Ag,additional,Human,Human,epithelial,liver,Carcinoma,48,1,60.04098361,80,-15.6,0,1.93,0.7996,1.6,11,107.868,0,0,0,-0.0025,1.78376517,0,0,0.74025974,1.74025974
