,cell line,test,material,source,organism,cell type,morphology,tissue,disease,time (hr),concentration (ug/ml),viability (%),Hydrodynamic diameter (nm),Zeta potential (mV),mcd,electronegativity,rox,radii,Valance_electron,amw,lipinskiHBA,lipinskiHBD,NumRotatableBonds,CrippenClogP,chi0v,chi1v,chi2v,hallKierAlpha,kappa1
26,HaCat,AlamarBlue,Ag,original,Human,Human,keratinocyte,skin,Normal,24.0,10.0,95.873,21.6,25.3,0.0,1.93,0.7996,1.6,11.0,107.868,0.0,0.0,0.0,-0.0025,1.7837651700316897,0.0,0.0,0.7402597402597404,1.7402597402597404
27,HaCat,AlamarBlue,Ag,original,Human,Human,keratinocyte,skin,Normal,24.0,25.0,92.71,21.6,25.3,0.0,1.93,0.7996,1.6,11.0,107.868,0.0,0.0,0.0,-0.0025,1.7837651700316897,0.0,0.0,0.7402597402597404,1.7402597402597404
28,HaCat,AlamarBlue,Ag,original,Human,Human,keratinocyte,skin,Normal,24.0,50.0,85.282,21.6,25.3,0.0,1.93,0.7996,1.6,11.0,107.868,0.0,0.0,0.0,-0.0025,1.7837651700316897,0.0,0.0,0.7402597402597404,1.7402597402597404
29,HaCat,AlamarBlue,Ag,original,Human,Human,keratinocyte,skin,Normal,24.0,100.0,81.568,21.6,25.3,0.0,1.93,0.7996,1.6,11.0,107.868,0.0,0.0,0.0,-0.0025,1.7837651700316897,0.0,0.0,0.7402597402597404,1.7402597402597404
30,HaCat,AlamarBlue,Ag,original,Human,Human,keratinocyte,skin,Normal,24.0,1.0,94.911,22.0,71.7,0.0,1.93,0.7996,1.6,11.0,107.868,0.0,0.0,0.0,-0.0025,1.7837651700316897,0.0,0.0,0.7402597402597404,1.7402597402597404
31,HaCat,AlamarBlue,Ag,original,Human,Human,keratinocyte,skin,Normal,24.0,2.0,80.407,22.0,71.7,0.0,1.93,0.7996,1.6,11.0,107.868,0.0,0.0,0.0,-0.0025,1.7837651700316897,0.0,0.0,0.7402597402597404,1.7402597402597404
32,HaCat,AlamarBlue,Ag,original,Human,Human,keratinocyte,skin,Normal,24.0,5.0,79.262,22.0,71.7,0.0,1.93,0.7996,1.6,11.0,107.868,0.0,0.0,0.0,-0.0025,1.7837651700316897,0.0,0.0,0.7402597402597404,1.7402597402597404
33,HaCat,AlamarBlue,Ag,original,Human,Human,keratinocyte,skin,Normal,24.0,10.0,58.779,22.0,71.7,0.0,1.93,0.7996,1.6,11.0,107.868,0.0,0.0,0.0,-0.0025,1.7837651700316897,0.0,0.0,0.7402597402597404,1.7402597402597404
34,HaCat,AlamarBlue,Ag,original,Human,Human,keratinocyte,skin,Normal,24.0,25.0,43.13,22.0,71.7,0.0,1.93,0.7996,1.6,11.0,107.868,0.0,0.0,0.0,-0.0025,1.7837651700316897,0.0,0.0,0.7402597402597404,1.7402597402597404
35,HaCat,AlamarBlue,Ag,original,Human,Human,keratinocyte,skin,Normal,24.0,50.0,20.229,22.0,71.7,0.0,1.93,0.7996,1.6,11.0,107.868,0.0,0.0,0.0,-0.0025,1.7837651700316897,0.0,0.0,0.7402597402597404,1.7402597402597404
36,HaCat,NRU,Ag,original,Human,Human,keratinocyte,skin,Normal,24.0,5.0,97.86,30.0,-29.1,0.0,1.93,0.7996,1.6,11.0,107.868,0.0,0.0,0.0,-0.0025,1.7837651700316897,0.0,0.0,0.7402597402597404,1.7402597402597404
37,HaCat,NRU,Ag,original,Human,Human,keratinocyte,skin,Normal,24.0,20.0,84.241,30.0,-29.1,0.0,1.93,0.7996,1.6,11.0,107.868,0.0,0.0,0.0,-0.0025,1.7837651700316897,0.0,0.0,0.7402597402597404,1.7402597402597404
38,HaCat,NRU,Ag,original,Human,Human,keratinocyte,skin,Normal,24.0,30.0,56.42,30.0,-29.1,0.0,1.93,0.7996,1.6,11.0,107.868,0.0,0.0,0.0,-0.0025,1.7837651700316897,0.0,0.0,0.7402597402597404,1.7402597402597404
39,HaCat,NRU,Ag,original,Human,Human,keratinocyte,skin,Normal,24.0,40.0,19.844,30.0,-29.1,0.0,1.93,0.7996,1.6,11.0,107.868,0.0,0.0,0.0,-0.0025,1.7837651700316897,0.0,0.0,0.7402597402597404,1.7402597402597404
40,HaCat,NRU,Ag,original,Human,Human,keratinocyte,skin,Normal,24.0,50.0,4.2802,30.0,-29.1,0.0,1.93,0.7996,1.6,11.0,107.868,0.0,0.0,0.0,-0.0025,1.7837651700316897,0.0,0.0,0.7402597402597404,1.7402597402597404
41,HaCat,NRU,Ag,original,Human,Human,keratinocyte,skin,Normal,24.0,100.0,3.3074,30.0,-29.1,0.0,1.93,0.7996,1.6,11.0,107.868,0.0,0.0,0.0,-0.0025,1.7837651700316897,0.0,0.0,0.7402597402597404,1.7402597402597404
42,HaCat,NRU,Ag,original,Human,Human,keratinocyte,skin,Normal,48.0,0.5,104.67,30.0,-29.1,0.0,1.93,0.7996,1.6,11.0,107.868,0.0,0.0,0.0,-0.0025,1.7837651700316897,0.0,0.0,0.7402597402597404,1.7402597402597404
43,HaCat,NRU,Ag,original,Human,Human,keratinocyte,skin,Normal,48.0,1.0,101.36,30.0,-29.1,0.0,1.93,0.7996,1.6,11.0,107.868,0.0,0.0,0.0,-0.0025,1.7837651700316897,0.0,0.0,0.7402597402597404,1.7402597402597404
44,HaCat,NRU,Ag,original,Human,Human,keratinocyte,skin,Normal,48.0,5.0,65.564,30.0,-29.1,0.0,1.93,0.7996,1.6,11.0,107.868,0.0,0.0,0.0,-0.0025,1.7837651700316897,0.0,0.0,0.7402597402597404,1.7402597402597404
45,HaCat,NRU,Ag,original,Human,Human,keratinocyte,skin,Normal,48.0,20.0,27.821,30.0,-29.1,0.0,1.93,0.7996,1.6,11.0,107.868,0.0,0.0,0.0,-0.0025,1.7837651700316897,0.0,0.0,0.7402597402597404,1.7402597402597404
46,HaCat,NRU,Ag,original,Human,Human,keratinocyte,skin,Normal,48.0,30.0,2.9183,30.0,-29.1,0.0,1.93,0.7996,1.6,11.0,107.868,0.0,0.0,0.0,-0.0025,1.7837651700316897,0.0,0.0,0.7402597402597404,1.7402597402597404
47,HaCat,NRU,Ag,original,Human,Human,keratinocyte,skin,Normal,48.0,40.0,2.5292,30.0,-29.1,0.0,1.93,0.7996,1.6,11.0,107.868,0.0,0.0,0.0,-0.0025,1.7837651700316897,0.0,0.0,0.7402597402597404,1.7402597402597404
48,HaCat,NRU,Ag,original,Human,Human,keratinocyte,skin,Normal,48.0,50.0,1.1673,30.0,-29.1,0.0,1.93,0.7996,1.6,11.0,107.868,0.0,0.0,0.0,-0.0025,1.7837651700316897,0.0,0.0,0.7402597402597404,1.7402597402597404
49,HaCat,NRU,Ag,original,Human,Human,keratinocyte,skin,Normal,48.0,100.0,0.7782,30.0,-29.1,0.0,1.93,0.7996,1.6,11.0,107.868,0.0,0.0,0.0,-0.0025,1.7837651700316897,0.0,0.0,0.7402597402597404,1.7402597402597404
50,HaCat,NRU,Ag,original,Human,Human,keratinocyte,skin,Normal,48.0,5.0,89.744,9.0,-26.96,0.0,1.93,0.7996,1.6,11.0,107.868,0.0,0.0,0.0,-0.0025,1.7837651700316897,0.0,0.0,0.7402597402597404,1.7402597402597404
51,HaCat,NRU,Ag,original,Human,Human,keratinocyte,skin,Normal,48.0,10.0,85.755,9.0,-26.96,0.0,1.93,0.7996,1.6,11.0,107.868,0.0,0.0,0.0,-0.0025,1.7837651700316897,0.0,0.0,0.7402597402597404,1.7402597402597404
52,HaCat,NRU,Ag,original,Human,Human,keratinocyte,skin,Normal,48.0,100.0,7.9772,9.0,-26.96,0.0,1.93,0.7996,1.6,11.0,107.868,0.0,0.0,0.0,-0.0025,1.7837651700316897,0.0,0.0,0.7402597402597404,1.7402597402597404
53,HaCat,NRU,Ag,original,Human,Human,keratinocyte,skin,Normal,48.0,1000.0,9.6866,9.0,-26.96,0.0,1.93,0.7996,1.6,11.0,107.868,0.0,0.0,0.0,-0.0025,1.7837651700316897,0.0,0.0,0.7402597402597404,1.7402597402597404
54,HaCat,NRU,Ag,original,Human,Human,keratinocyte,skin,Normal,48.0,5.0,100.28,4.7,-57.5,0.0,1.93,0.7996,1.6,11.0,107.868,0.0,0.0,0.0,-0.0025,1.7837651700316897,0.0,0.0,0.7402597402597404,1.7402597402597404
55,HaCat,NRU,Ag,original,Human,Human,keratinocyte,skin,Normal,48.0,10.0,98.86,4.7,-57.5,0.0,1.93,0.7996,1.6,11.0,107.868,0.0,0.0,0.0,-0.0025,1.7837651700316897,0.0,0.0,0.7402597402597404,1.7402597402597404
56,HaCat,NRU,Ag,original,Human,Human,keratinocyte,skin,Normal,48.0,100.0,53.561,4.7,-57.5,0.0,1.93,0.7996,1.6,11.0,107.868,0.0,0.0,0.0,-0.0025,1.7837651700316897,0.0,0.0,0.7402597402597404,1.7402597402597404
61,HaCat,MTT,Ag,original,Human,Human,keratinocyte,skin,Normal,72.0,1000.0,88.704,20.0,-9.165,0.0,1.93,0.7996,1.6,11.0,107.868,0.0,0.0,0.0,-0.0025,1.7837651700316897,0.0,0.0,0.7402597402597404,1.7402597402597404
62,HaCat,MTT,Ag,original,Human,Human,keratinocyte,skin,Normal,72.0,1000.0,92.359,50.0,0.73,0.0,1.93,0.7996,1.6,11.0,107.868,0.0,0.0,0.0,-0.0025,1.7837651700316897,0.0,0.0,0.7402597402597404,1.7402597402597404
63,HaCat,MTT,Ag,original,Human,Human,keratinocyte,skin,Normal,72.0,1000.0,98.339,20.0,-9.165,0.0,1.93,0.7996,1.6,11.0,107.868,0.0,0.0,0.0,-0.0025,1.7837651700316897,0.0,0.0,0.7402597402597404,1.7402597402597404
64,HaCat,MTT,Ag,original,Human,Human,keratinocyte,skin,Normal,24.0,0.5,102.52,27.1,-42.7,0.0,1.93,0.7996,1.6,11.0,107.868,0.0,0.0,0.0,-0.0025,1.7837651700316897,0.0,0.0,0.7402597402597404,1.7402597402597404
65,HaCat,MTT,Ag,original,Human,Human,keratinocyte,skin,Normal,24.0,5.0,87.815,27.1,-42.7,0.0,1.93,0.7996,1.6,11.0,107.868,0.0,0.0,0.0,-0.0025,1.7837651700316897,0.0,0.0,0.7402597402597404,1.7402597402597404
66,HaCat,MTT,Ag,original,Human,Human,keratinocyte,skin,Normal,24.0,10.0,79.503,27.1,-42.7,0.0,1.93,0.7996,1.6,11.0,107.868,0.0,0.0,0.0,-0.0025,1.7837651700316897,0.0,0.0,0.7402597402597404,1.7402597402597404
67,HaCat,MTT,Ag,original,Human,Human,keratinocyte,skin,Normal,24.0,25.0,73.748,27.1,-42.7,0.0,1.93,0.7996,1.6,11.0,107.868,0.0,0.0,0.0,-0.0025,1.7837651700316897,0.0,0.0,0.7402597402597404,1.7402597402597404
68,HaCat,MTT,Ag,original,Human,Human,keratinocyte,skin,Normal,24.0,50.0,39.645,27.1,-42.7,0.0,1.93,0.7996,1.6,11.0,107.868,0.0,0.0,0.0,-0.0025,1.7837651700316897,0.0,0.0,0.7402597402597404,1.7402597402597404
69,HaCat,MTT,Ag,original,Human,Human,keratinocyte,skin,Normal,24.0,75.0,14.494,27.1,-42.7,0.0,1.93,0.7996,1.6,11.0,107.868,0.0,0.0,0.0,-0.0025,1.7837651700316897,0.0,0.0,0.7402597402597404,1.7402597402597404
70,HaCat,MTT,Ag,original,Human,Human,keratinocyte,skin,Normal,24.0,100.0,14.92,27.1,-42.7,0.0,1.93,0.7996,1.6,11.0,107.868,0.0,0.0,0.0,-0.0025,1.7837651700316897,0.0,0.0,0.7402597402597404,1.7402597402597404
71,HaCat,MTT,Ag,original,Human,Human,keratinocyte,skin,Normal,48.0,0.5,102.52,27.1,-42.7,0.0,1.93,0.7996,1.6,11.0,107.868,0.0,0.0,0.0,-0.0025,1.7837651700316897,0.0,0.0,0.7402597402597404,1.7402597402597404
72,HaCat,MTT,Ag,original,Human,Human,keratinocyte,skin,Normal,48.0,5.0,96.128,27.1,-42.7,0.0,1.93,0.7996,1.6,11.0,107.868,0.0,0.0,0.0,-0.0025,1.7837651700316897,0.0,0.0,0.7402597402597404,1.7402597402597404
73,HaCat,MTT,Ag,original,Human,Human,keratinocyte,skin,Normal,48.0,10.0,85.258,27.1,-42.7,0.0,1.93,0.7996,1.6,11.0,107.868,0.0,0.0,0.0,-0.0025,1.7837651700316897,0.0,0.0,0.7402597402597404,1.7402597402597404
74,HaCat,MTT,Ag,original,Human,Human,keratinocyte,skin,Normal,48.0,25.0,73.108,27.1,-42.7,0.0,1.93,0.7996,1.6,11.0,107.868,0.0,0.0,0.0,-0.0025,1.7837651700316897,0.0,0.0,0.7402597402597404,1.7402597402597404
75,HaCat,MTT,Ag,original,Human,Human,keratinocyte,skin,Normal,48.0,50.0,35.169,27.1,-42.7,0.0,1.93,0.7996,1.6,11.0,107.868,0.0,0.0,0.0,-0.0025,1.7837651700316897,0.0,0.0,0.7402597402597404,1.7402597402597404
76,HaCat,MTT,Ag,original,Human,Human,keratinocyte,skin,Normal,48.0,75.0,6.1812,27.1,-42.7,0.0,1.93,0.7996,1.6,11.0,107.868,0.0,0.0,0.0,-0.0025,1.7837651700316897,0.0,0.0,0.7402597402597404,1.7402597402597404
77,HaCat,MTT,Ag,original,Human,Human,keratinocyte,skin,Normal,48.0,100.0,7.8863,27.1,-42.7,0.0,1.93,0.7996,1.6,11.0,107.868,0.0,0.0,0.0,-0.0025,1.7837651700316897,0.0,0.0,0.7402597402597404,1.7402597402597404
78,HaCat,MTT,Ag,original,Human,Human,keratinocyte,skin,Normal,24.0,0.5,107.48,27.7,-12.1,0.0,1.93,0.7996,1.6,11.0,107.868,0.0,0.0,0.0,-0.0025,1.7837651700316897,0.0,0.0,0.7402597402597404,1.7402597402597404
79,HaCat,MTT,Ag,original,Human,Human,keratinocyte,skin,Normal,24.0,5.0,100.62,27.7,-12.1,0.0,1.93,0.7996,1.6,11.0,107.868,0.0,0.0,0.0,-0.0025,1.7837651700316897,0.0,0.0,0.7402597402597404,1.7402597402597404
80,HaCat,MTT,Ag,original,Human,Human,keratinocyte,skin,Normal,24.0,10.0,101.25,27.7,-12.1,0.0,1.93,0.7996,1.6,11.0,107.868,0.0,0.0,0.0,-0.0025,1.7837651700316897,0.0,0.0,0.7402597402597404,1.7402597402597404
81,HaCat,MTT,Ag,original,Human,Human,keratinocyte,skin,Normal,24.0,25.0,97.921,27.7,-12.1,0.0,1.93,0.7996,1.6,11.0,107.868,0.0,0.0,0.0,-0.0025,1.7837651700316897,0.0,0.0,0.7402597402597404,1.7402597402597404
82,HaCat,MTT,Ag,original,Human,Human,keratinocyte,skin,Normal,24.0,50.0,99.792,27.7,-12.1,0.0,1.93,0.7996,1.6,11.0,107.868,0.0,0.0,0.0,-0.0025,1.7837651700316897,0.0,0.0,0.7402597402597404,1.7402597402597404
83,HaCat,MTT,Ag,original,Human,Human,keratinocyte,skin,Normal,24.0,75.0,111.64,27.7,-12.1,0.0,1.93,0.7996,1.6,11.0,107.868,0.0,0.0,0.0,-0.0025,1.7837651700316897,0.0,0.0,0.7402597402597404,1.7402597402597404
84,HaCat,MTT,Ag,original,Human,Human,keratinocyte,skin,Normal,24.0,100.0,13.6598,239.0,42.8,0.0,1.93,0.7996,1.6,11.0,107.868,0.0,0.0,0.0,-0.0025,1.7837651700316897,0.0,0.0,0.7402597402597404,1.7402597402597404
85,HaCat,MTT,Ag,original,Human,Human,keratinocyte,skin,Normal,12.0,0.001,96.9828,239.0,42.8,0.0,1.93,0.7996,1.6,11.0,107.868,0.0,0.0,0.0,-0.0025,1.7837651700316897,0.0,0.0,0.7402597402597404,1.7402597402597404
86,HaCat,MTT,Ag,original,Human,Human,keratinocyte,skin,Normal,12.0,0.01,94.6552,239.0,42.8,0.0,1.93,0.7996,1.6,11.0,107.868,0.0,0.0,0.0,-0.0025,1.7837651700316897,0.0,0.0,0.7402597402597404,1.7402597402597404
87,HaCat,MTT,Ag,original,Human,Human,keratinocyte,skin,Normal,12.0,0.1,95.431,239.0,42.8,0.0,1.93,0.7996,1.6,11.0,107.868,0.0,0.0,0.0,-0.0025,1.7837651700316897,0.0,0.0,0.7402597402597404,1.7402597402597404
88,HaCat,MTT,Ag,original,Human,Human,keratinocyte,skin,Normal,12.0,1.0,98.2759,239.0,42.8,0.0,1.93,0.7996,1.6,11.0,107.868,0.0,0.0,0.0,-0.0025,1.7837651700316897,0.0,0.0,0.7402597402597404,1.7402597402597404
89,HaCat,MTT,Ag,original,Human,Human,keratinocyte,skin,Normal,12.0,5.0,82.2414,239.0,42.8,0.0,1.93,0.7996,1.6,11.0,107.868,0.0,0.0,0.0,-0.0025,1.7837651700316897,0.0,0.0,0.7402597402597404,1.7402597402597404
90,HaCat,MTT,Ag,original,Human,Human,keratinocyte,skin,Normal,12.0,10.0,62.3276,239.0,42.8,0.0,1.93,0.7996,1.6,11.0,107.868,0.0,0.0,0.0,-0.0025,1.7837651700316897,0.0,0.0,0.7402597402597404,1.7402597402597404
91,HaCat,MTT,Ag,original,Human,Human,keratinocyte,skin,Normal,12.0,20.0,44.4828,239.0,42.8,0.0,1.93,0.7996,1.6,11.0,107.868,0.0,0.0,0.0,-0.0025,1.7837651700316897,0.0,0.0,0.7402597402597404,1.7402597402597404
92,HaCat,MTT,Ag,original,Human,Human,keratinocyte,skin,Normal,12.0,50.0,15.7759,239.0,42.8,0.0,1.93,0.7996,1.6,11.0,107.868,0.0,0.0,0.0,-0.0025,1.7837651700316897,0.0,0.0,0.7402597402597404,1.7402597402597404
93,HaCat,MTT,Ag,original,Human,Human,keratinocyte,skin,Normal,12.0,100.0,13.9655,239.0,42.8,0.0,1.93,0.7996,1.6,11.0,107.868,0.0,0.0,0.0,-0.0025,1.7837651700316897,0.0,0.0,0.7402597402597404,1.7402597402597404
112,HaCat,MTT,ZnO,test,Human,Human,keratinocyte,skin,Normal,24.0,3.125,98.13084112,65.0,-12.0,2.272727273,2.545,-0.7618,1.35,8.0,81.389,1.0,0.0,0.0,-0.1213,4.08248290463863,1.5000000000000002,0.0,0.4233766233766233,2.423376623376623
113,HaCat,MTT,ZnO,test,Human,Human,keratinocyte,skin,Normal,24.0,6.25,89.71962617,65.0,-12.0,2.272727273,2.545,-0.7618,1.35,8.0,81.389,1.0,0.0,0.0,-0.1213,4.08248290463863,1.5000000000000002,0.0,0.4233766233766233,2.423376623376623
114,HaCat,MTT,ZnO,test,Human,Human,keratinocyte,skin,Normal,24.0,12.5,66.72897196,65.0,-12.0,2.272727273,2.545,-0.7618,1.35,8.0,81.389,1.0,0.0,0.0,-0.1213,4.08248290463863,1.5000000000000002,0.0,0.4233766233766233,2.423376623376623
115,HaCat,MTT,ZnO,test,Human,Human,keratinocyte,skin,Normal,24.0,25.0,39.25233645,65.0,-12.0,2.272727273,2.545,-0.7618,1.35,8.0,81.389,1.0,0.0,0.0,-0.1213,4.08248290463863,1.5000000000000002,0.0,0.4233766233766233,2.423376623376623
116,HaCat,MTT,ZnO,test,Human,Human,keratinocyte,skin,Normal,24.0,3.125,94.76635514,239.4,-12.0,2.272727273,2.545,-0.7618,1.35,8.0,81.389,1.0,0.0,0.0,-0.1213,4.08248290463863,1.5000000000000002,0.0,0.4233766233766233,2.423376623376623
117,HaCat,MTT,ZnO,test,Human,Human,keratinocyte,skin,Normal,24.0,6.25,91.96261682,239.4,-12.0,2.272727273,2.545,-0.7618,1.35,8.0,81.389,1.0,0.0,0.0,-0.1213,4.08248290463863,1.5000000000000002,0.0,0.4233766233766233,2.423376623376623
118,HaCat,MTT,ZnO,test,Human,Human,keratinocyte,skin,Normal,24.0,12.5,29.71962617,239.4,-12.0,2.272727273,2.545,-0.7618,1.35,8.0,81.389,1.0,0.0,0.0,-0.1213,4.08248290463863,1.5000000000000002,0.0,0.4233766233766233,2.423376623376623
119,HaCat,MTT,ZnO,test,Human,Human,keratinocyte,skin,Normal,24.0,25.0,17.38317757,239.4,-12.0,2.272727273,2.545,-0.7618,1.35,8.0,81.389,1.0,0.0,0.0,-0.1213,4.08248290463863,1.5000000000000002,0.0,0.4233766233766233,2.423376623376623
